type	title	URL	comment	UNRELATED	NEUT	POS	NEG	GIOIA	FIDUCIA	TRISTEZZA	RABBIA	PAURA	DISGUSTO	SORPRESA	TREPIDAZIONE	SARCASM	EMOTIONS
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	All'Eurovision serve gente che fa casino loro sono perfetti	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Allora... John☝, Paul✌, Ringo... Dove cazzo è George!?!?!?!?!?!?	0	0	0	1	0	0	1	0	0	0	1	0	0	DISAPPOINTMENT
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Amo la música en Español, pero esta canción en Italiano es hermosa y el vídeo con referencia a una de mis películas favoritas como ser Back to the future les quedo genial.	1	0	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Anche se Diodato è stato bravissimo, questi sono più adatti all'Eurovision. Fanno subito festa	0	0	1	0	1	0	0	0	0	0	0	0	0	JOY
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Bellissimo il palco di ritorno futuro E avete riprodotto ogni cosa di quel film	0	0	1	0	0	1	0	0	0	0	1	0	0	TRUST - SURPRISE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Bravi dovevate arrivare primi 1	0	0	1	0	0	1	1	0	0	0	1	0	0	TRUST - DISAPPOINTMENT
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	bravissimi dovevate vincere voii	0	0	1	0	0	1	1	0	0	0	1	0	0	TRUST - DISAPPOINTMENT
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Bravissimi ragazzi! ! ! ! ! Avete cominciato benissimo e, mi raccomando, continuate così !!!!! Fantastico gruppo ❤❤	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Bravissimiiiii!!!!!!!!!	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Canzone : "in un mondo di John e di Paul, io sono Ringo starr" George Harrison : MA MI STATE PRENDENDO IN GIRO?	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	canzone fihgissima,musica bella, buon montaggio. Ma adesso voglio una risposta da un'entità superiore: "DIO, PERCHE SI CHIAMANO PINGUINI TATTICI NUCLEARI??!"	0	0	1	0	0	1	0	0	0	0	1	0	0	TRUST - SURPRISE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Citano Ted Mosby di HIMYM e pure Martin Mcfly di Ritorno al futuro...!!!! MA IO VI AMOOOOOOO	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Citazione ad How I Met Your Mother Citazione ai Toto Citazione a Ritorno al Futuro Citazione ai supereroi Per la finale presentatevi con una citazione alla signora in giallo così conquistate anche la fascia 60-70 anni ed avrete la vittoria in tasca ♥️	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Citazioni: The penguins Ritorno al futuro Il re leone L’ eredità i Toto I beatles How I met your mother Batman	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Come hanno fatto a non vincere? Canzone stupenda dal primo ascolto	0	0	1	0	1	1	1	0	0	0	1	0	0	LOVE - DISAPPOINTMENT
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Credo che nessuno l'abbia notato... ma hanno riprodotto il video a modo loro di Johnny be good	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Da "Hey tu porco levale le mani di dosso" a "le mie mani brigate rosse accarezzano te che sei Aldo Moro" è un attimo Spero che qualcuno la capisca	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Dategli l'Eurovision!!!! Smettiamola di mandare lagne!! Per pietà!!	0	0	1	0	0	1	0	1	0	0	0	0	0	TRUST - ANGER
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Dovevano vincere loro a Sanremo, siete bravissimi continuate così	0	0	1	0	0	1	1	0	0	0	1	0	0	TRUST - DISAPPOINTMENT
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Dovevate vincere voiii è fantastica questa canzone	0	0	1	0	1	1	1	0	0	0	1	0	0	LOVE - DISAPPOINTMENT
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Durante il festival non sono riuscito ad apprezzare la canzone davvero, ma adesso che la riascolto apprezzo moltissimo il ritmo accattivante e allegro che accompagna una buona prestazione canora e soprattutto le tante citazione che arricchiscono il brano . Per me è il brano più bello e dotato di carattere del festival di quest'anno e di cui non sarà facile scordare il nome.	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	È bellissima questa canzone!!!!!	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	E cambiare la mia vita in toto, tipo andando in Africa: ho apprezzato	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	E comunque indovinare all'Eredità dà sempre un ego boost non indifferente :)	1	0	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	E pensare che al primo ascolto nemmeno mi piaceva ed ora la ascolto 30 volte al giorno. Peccato solo non vada all’Eurovision.	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SADNESS
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	ELIO MI FAI DUBITARE DELLA MIA ETEROSESSUALITÀ	0	0	1	0	1	0	0	0	0	0	0	0	0	JOY
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Fantastica questa canzone mio figlio ha 13 mesi e da quando l'ha sentita la prima volta a Sanremo l'adora ogni volta balla e sorride contento bravissimi	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Geniali, complimenti! Mi chiedo: ma come si fa a mettere un dislike a un video del genere?	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	George Harrison : Confused screaming	1	0	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	george harrison has left the chat	1	0	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	George harrison: “ma scherziamo?!”	1	0	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Già la canzone è fra le più belle di questo Sanremo. Con il video è un passo avanti. Tocco di genio. Sempre più difficile creare un video musicale interessante e nuovo.	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Grandi raga, vi seguo da quando non dovevamo classificare il Sudowoodo come Pokémon d'erba. Spaccate ❤️	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Grandi...!!!!! Bravissimiiiiiiii	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Grandiiiiiiii..... bravissimiiiiiiii	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Ho appena scoperto che al mondo ci sono 4085 persone stupide che hanno messo dislike	0	0	1	0	0	0	0	1	0	1	0	0	0	CONTEMPT
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	ho fatto ascoltare questa canzone a mia nonna	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	ho fatto ascoltare questa canzone a mia nonna Ora é un pinguino	0	0	1	0	1	0	0	0	0	0	0	0	0	JOY
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Ho una band!!! -come si chiama? BEATLES -Cosa suoni? LA BATTERIA -Come ti chiami -sono RINGO STARR	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	I don't understand anything but music is next level awesome found it in spotify	1	0	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	il richiamo a RITORNO AL FUTURO è fantastico.	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Il terzo posto è meritatissimo... Potevano anche arrivare primi	0	0	1	0	0	0	0	0	0	0	1	0	0	SURPRISE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Il video e' un tributo alla scena del ballo di Ritorno al futuro❤️	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	IN UN MONDO DI BRODO DI POLLO IO SONO UN DADO STAAAAR	0	0	1	0	1	0	0	0	0	0	0	0	0	JOY
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	In un mondo di John e di Paul io sono George Harrison.	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	In un mondo di me contro te io seguo solo i Masa	1	0	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	In un mondo di Me Contro Te io seguo solo I MASAAAAA ❤️	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	In un mondo di Pdor,figlio di Kmer,io sono della Tribù di Istar!	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	In un mondo di Thor e di Hulk io sono Tony Stark	0	0	1	0	1	0	0	0	0	0	0	0	0	JOY
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Io dopo aver finito di vedere il video: GRANDE - GIOVE.	0	0	1	0	1	0	0	0	0	0	0	0	0	JOY
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	IO SEGUO SOLO I MASA.	1	0	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	IO SONO UNA VERA PINGUINA CHI È CHE E D` ACCORDO CON NE CHE È SPETTACOLARE METTA UN LIKE	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	la ascolto anche mentre faccio i compiti è troppo bella!!	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	la canzone: arriva verso la fine io: AAAAAAAAAAAH LOOK AT ALL THE LONELY PEEEEEOPLE	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	La cornice di "Ritorno al futuro" è stupenda.	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	La ho imparata alla chitarra❤️inutile commentare quanto siete forti... spaccate di bruttoooo	0	0	1	0	1	1	0	0	0	0	1	0	0	LOVE - TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	La miglior canzone di sempree	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Ma cosa ci fa Jack Black in questo video??	0	0	1	0	0	1	0	0	0	0	1	0	0	CURIOSITY
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	ma da quanto ritorno al futuro 1 si riesce a trovare completamente gratis su youtube?	0	0	1	0	0	0	0	0	0	0	1	0	0	SURPRISE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Ma il riferimento a “ritorno al futuro” lo ha notato? ❤️	0	0	1	0	1	1	0	0	0	0	1	0	0	LOVE - CURIOSITY
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Ma le scene sono come quelle di ritorno al futuro 1	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	ma qualcuno ha almeno capito che riprende la scena di back to the futute?	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Ma sei un ladro hai preso la canzone dai bts IDOL A.R.M.Y ma dove siete vi svegliate	0	0	0	1	0	0	0	1	0	0	1	0	0	OUTRAGE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Meritavate la prima posizione	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Mia madre:"Fin ora è la canzone più carina di Sanremo". PASSO E CHIUDO	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	non pensavo che Borja Valero suonasse il pianoforte	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Non posso essere l’unico che viene qui ogni giorno dai	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Non saranno pinguini, ma sicuramente sono nucleari, difatti BOMBA	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Ok ascoltata 20 volte anche oggi,ci vediamo domani	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Paul: "Ringrazia il cielo sei su questo palco, ringrazia chi ti ci ha portato dentro" Ringo: Abbandona il palco. Paul: "Che succede?"	0	0	1	0	1	0	0	0	0	0	0	0	0	JOY
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Penso che ancora non siate pronti per questa musica, ma ai vostri figli piacerà.” Dedicata a tutti i boomers che guardano Sanremo. (Edit: sono i r o n i c a, andate a bere una camomilla e godetevi Riccardo Zanotti in camicia su) In un mondo di Paul è John, George non se lo incula nessuno 2:20 senti i bts COPIONE PUR DI DIVENTARE FAMOSI LA GENTE COPIA LA GENTE MOLTOOOOO + FAMOSA E George ha fatto la stessa fine di Bugo, se ne andato?? Watching this video I remembered back to the future" movie	0	0	1	0	0	1	0	1	0	0	0	0	1	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Perfettina: non si dice "c'hai ragione tu, si dice hai ragione tu" Io: Sono un cazzo di pinguinoooooooooooo	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Pinguini: in un mondo di john e di paul io sono ringo star George Harrison: am I a joke to you?	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Poi c'è George Harrison snobbato da tutti, rip	0	0	0	1	0	0	1	0	0	0	0	0	0	SADNESS
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	QUANDO ASCOLTO QUESTA CANZONE MI VIENE DA MANGIARE I RINGOO	0	0	1	0	0	0	0	0	0	0	1	0	0	SURPRISE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Questa canzone negli anni 80-90 avrebbe spaccato!	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Questo e quello che canto mentre gioco a Battlefield 1 : Ma questa sera ho solo voglia di killare, di centrare la testa e non smirare piu.	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Ragazzi, con la citazione ad HIMYM avevate la mia curiosità, ma con questo video perfetto remake della scena di Ritorno al Futuro, con frase finale, non solo avete la mia attenzione, ma tutto il mio amore ❤️	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Riferimenti puramente casuali con ritorno al futuro	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Riprendere il ritorno al futuro è un'associazione pazzesca siete dei geni!!	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	San Marino: This is your turn:) Go for it and take them to Eurovision stage Anyway: Very cool song	1	0	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Se non vincono faccio un casino. Devono andare all'Eurovision, tassativo.	0	0	1	0	0	1	0	0	0	0	0	1	0	TRUST - ANTICIPATION
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Secondo me questa canzone doveva vincere Sanremo! Altro che Diodato! Siete grandi!!!	0	0	1	0	0	1	1	0	0	0	1	0	0	TRUST - DISAPPOINTMENT
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Sembra “Ragazzo Inadeguato” di Max Pezzali 	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Siete fantastici! Dovevate vincere voi Sanremo!!!!! Vi AMO	0	0	1	0	1	1	1	0	0	0	1	0	0	LOVE - DISAPPOINTMENT
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Siete semplicemente spettacolari, poi cancelleria e strepitosa	0	0	1	0	1	0	0	0	0	0	0	0	0	JOY
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Solo a me ricordano vagamente i negrita? ❤️	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Sta canzone mi gasa un botto	0	0	1	0	1	0	0	0	0	0	0	0	0	JOY
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Sto aspettando solo Giugno per sentirla in ogni lido e in ogni piscina	0	0	1	0	0	1	0	0	0	0	0	1	0	TRUST - ANTICIPATION
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Tu eri Robin poi hai trovato me, pensavi che fossi il tuo Batman, ma ero solo il tuo Ted Vi adoro	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Tu eri Robin,poi hai trovato me. Pensavi che fossi il tuo Batman, ma ero solo il tuo Ted Wow. Questa è arte pura. Edit:grazie per i likes boys	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Uhh what a great track and Back to the future video reference :-) . We would love to get this into rotation on your Badass No.1 Nordic Rock Radio. Mail wav format or Mp3 320 kbps promo to iffer@radioplayback.dk. Thx. for sharing and greetings. www.radioplaybackrock.dk	1	0	0	0	0	0	0	0	0	0	0	0	0	
YouTube music video	Pinguini Tattici Nucleari - Ringo Starr	https://www.youtube.com/watch?v=J3n4CrZxu3g	Vi seguo da quando non riuscivate a passare il test d'ingresso di medicina	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	Meraviglioso, sublime.	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	Immensa Tosca. Grande compositore. Grazie ❤️	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	Ascolto e una lacrima mi scivola, l’unica persona che mi viene in mente mia madre da lassù.❤️ Presto mamma te la canterò, perché un amore così puro fa solo parte di una madre, e quando essa muore, l’unico e vero amore se ne va con lei....	0	0	1	0	1	1	1	0	0	0	0	0	0	LOVE - SENTIMENTALITY
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	Ringrazio te per la tua interpretazione e il testo incredibilmente profondo...	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	Eleganza e commozione sono i sentimenti principali.Grande Tosca!	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SENTIMENTALITY
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	Dal primo momento che ho sentito cantare Tosca, mi ha fatto venire i brividi, anche lacrimare, la sua interpretazione mi entrata dentro al cuore. Bellissima canzone, stupenda . Grazie Tosca.	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SENTIMENTALITY
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	Buon pomeriggio Tiziana, bravissima come sempre.!!!. Ti auguro un sereno weekend. BUONA MUSICA. ♩	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	Ogni tanto sento il bisogno di ascoltare questa canzone, vengo qui e posso ritornare alla mia vita con piú pace dentro. Grazie sempre a te Tosca per questo.	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	un capolavoro di canzone e di interpretazione...grazie Tosca	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	È un testo troppo bello e intenso da proporlo a Sanremo.....grande Tosca......complimenti.....❤	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	Infinita ❤️	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	La classe,la raffinata bellezza,la sua voce una carezza travolgente.Semplicemente Tosca Donati.	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	Complimenti, anche le rocce si squagliano di commozione	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SENTIMENTALITY
YouTube music video	Tosca - Ho amato tutto	https://www.youtube.com/watch?v=lM04HIC3NL8	Pura poesia, emozione sublime! Quando la musica, l'arte, riesce a dire l'indicibile! Tosca è una delle interpreti migliori del panorama musicale italiano. Da brividi!	0	0	1	0	0	1	1	0	0	0	0	0	0	SENTIMENTALITY
